City,Census,Rank,label,offset,x_place,Rank2,xmin_grob,xmax_grob,ymin_grob,ymax_grob,raster_name,state,toolcity,toolcensus,toolrank,toolchange,firstcensus,tooltext,limit,limits_val
RICHMOND,3,12,0,NA,5.550000000000001,12,-6.250000000000001,-4.8500000000000005,-11.6,-12.4,richmond,VA,Richmond,3rd,12th,Rank Change from Last Census: 2,<br>First Appearance: 2nd Census,"City: Richmond, VA<br>Census: 3rd<br>Rank: 12th<br>Rank Change from Last Census: 2<br>First Appearance: 2nd Census",left_lim,6.1000000000000005
NORFOLK,3,13,0,NA,5.550000000000001,13,-6.250000000000001,-4.8500000000000005,-12.6,-13.4,norfolk,VA,Norfolk,3rd,13th,Rank Change from Last Census: -2,<br>First Appearance: 2nd Census,"City: Norfolk, VA<br>Census: 3rd<br>Rank: 13th<br>Rank Change from Last Census: -2<br>First Appearance: 2nd Census",right_lim,5.000000000000001
NORFOLK,3,13,0,NA,5.550000000000001,13,-6.250000000000001,-4.8500000000000005,-12.6,-13.4,norfolk,VA,Norfolk,3rd,13th,Rank Change from Last Census: -2,<br>First Appearance: 2nd Census,"City: Norfolk, VA<br>Census: 3rd<br>Rank: 13th<br>Rank Change from Last Census: -2<br>First Appearance: 2nd Census",left_lim,6.1000000000000005
WASHINGTON,3,14,1,NA,5.550000000000001,14,-6.250000000000001,-4.8500000000000005,-13.6,-14.4,washington,DC,Washington,3rd,14th,First Appearance,,"City: Washington, DC<br>Census: 3rd<br>Rank: 14th<br>First Appearance",right_lim,5.000000000000001
WASHINGTON,3,14,1,NA,5.550000000000001,14,-6.250000000000001,-4.8500000000000005,-13.6,-14.4,washington,DC,Washington,3rd,14th,First Appearance,,"City: Washington, DC<br>Census: 3rd<br>Rank: 14th<br>First Appearance",left_lim,6.1000000000000005
NEWPORT,3,15,0,NA,5.550000000000001,15,-6.250000000000001,-4.8500000000000005,-14.6,-15.4,newport,RI,Newport,3rd,15th,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,"City: Newport, RI<br>Census: 3rd<br>Rank: 15th<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census",right_lim,5.000000000000001
NEWPORT,3,15,0,NA,5.550000000000001,15,-6.250000000000001,-4.8500000000000005,-14.6,-15.4,newport,RI,Newport,3rd,15th,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,"City: Newport, RI<br>Census: 3rd<br>Rank: 15th<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census",left_lim,6.1000000000000005
NEWBURYPORT,3,16,0,NA,5.550000000000001,16,-6.250000000000001,-4.8500000000000005,-15.6,-16.4,newburyport,MA,Newburyport,3rd,16th,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,"City: Newburyport, MA<br>Census: 3rd<br>Rank: 16th<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census",right_lim,5.000000000000001
NEWBURYPORT,3,16,0,NA,5.550000000000001,16,-6.250000000000001,-4.8500000000000005,-15.6,-16.4,newburyport,MA,Newburyport,3rd,16th,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,"City: Newburyport, MA<br>Census: 3rd<br>Rank: 16th<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census",left_lim,6.1000000000000005
ALEXANDRIA,3,17,1,NA,5.550000000000001,17,-6.250000000000001,-4.8500000000000005,-16.6,-17.4,alexandria,VA,Alexandria,3rd,17th,First Appearance,,"City: Alexandria, VA<br>Census: 3rd<br>Rank: 17th<br>First Appearance",right_lim,5.000000000000001
ALEXANDRIA,3,17,1,NA,5.550000000000001,17,-6.250000000000001,-4.8500000000000005,-16.6,-17.4,alexandria,VA,Alexandria,3rd,17th,First Appearance,,"City: Alexandria, VA<br>Census: 3rd<br>Rank: 17th<br>First Appearance",left_lim,6.1000000000000005
PORTLAND,3,18,1,NA,5.550000000000001,18,-6.250000000000001,-4.8500000000000005,-17.6,-18.4,portland,ME,Portland,3rd,18th,First Appearance,,"City: Portland, ME<br>Census: 3rd<br>Rank: 18th<br>First Appearance",right_lim,5.000000000000001
PORTLAND,3,18,1,NA,5.550000000000001,18,-6.250000000000001,-4.8500000000000005,-17.6,-18.4,portland,ME,Portland,3rd,18th,First Appearance,,"City: Portland, ME<br>Census: 3rd<br>Rank: 18th<br>First Appearance",left_lim,6.1000000000000005
PORTSMOUTH,3,19,0,NA,5.550000000000001,19,-6.250000000000001,-4.8500000000000005,-18.6,-19.4,portsmouth,NH,Portsmouth,3rd,19th,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,"City: Portsmouth, NH<br>Census: 3rd<br>Rank: 19th<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census",right_lim,5.000000000000001
PORTSMOUTH,3,19,0,NA,5.550000000000001,19,-6.250000000000001,-4.8500000000000005,-18.6,-19.4,portsmouth,NH,Portsmouth,3rd,19th,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,"City: Portsmouth, NH<br>Census: 3rd<br>Rank: 19th<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census",left_lim,6.1000000000000005
NANTUCKET,3,20,0,NA,5.550000000000001,20,-6.250000000000001,-4.8500000000000005,-19.6,-20.4,nantucket,MA,Nantucket,3rd,20th,Rank Change from Last Census: -5,<br>First Appearance: 2nd Census,"City: Nantucket, MA<br>Census: 3rd<br>Rank: 20th<br>Rank Change from Last Census: -5<br>First Appearance: 2nd Census",right_lim,5.000000000000001
NANTUCKET,3,20,0,NA,5.550000000000001,20,-6.250000000000001,-4.8500000000000005,-19.6,-20.4,nantucket,MA,Nantucket,3rd,20th,Rank Change from Last Census: -5,<br>First Appearance: 2nd Census,"City: Nantucket, MA<br>Census: 3rd<br>Rank: 20th<br>Rank Change from Last Census: -5<br>First Appearance: 2nd Census",left_lim,6.1000000000000005
GLOUCESTER,3,21,0,NA,5.550000000000001,21,-6.250000000000001,-4.8500000000000005,-20.6,-21.4,gloucester,MA,Gloucester,3rd,21st,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,"City: Gloucester, MA<br>Census: 3rd<br>Rank: 21st<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census",right_lim,5.000000000000001
GLOUCESTER,3,21,0,NA,5.550000000000001,21,-6.250000000000001,-4.8500000000000005,-20.6,-21.4,gloucester,MA,Gloucester,3rd,21st,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,"City: Gloucester, MA<br>Census: 3rd<br>Rank: 21st<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census",left_lim,6.1000000000000005
SCHENECTADY,3,22,0,NA,5.550000000000001,22,-6.250000000000001,-4.8500000000000005,-21.6,-22.4,schenectady,NY,Schenectady,3rd,22nd,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,"City: Schenectady, NY<br>Census: 3rd<br>Rank: 22nd<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census",right_lim,5.000000000000001
SCHENECTADY,3,22,0,NA,5.550000000000001,22,-6.250000000000001,-4.8500000000000005,-21.6,-22.4,schenectady,NY,Schenectady,3rd,22nd,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,"City: Schenectady, NY<br>Census: 3rd<br>Rank: 22nd<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census",left_lim,6.1000000000000005
MARBLEHEAD,3,23,0,right,5.550000000000001,23,-6.250000000000001,-4.8500000000000005,-22.6,-23.4,marblehead,MA,Marblehead,3rd,23rd,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,"City: Marblehead, MA<br>Census: 3rd<br>Rank: 23rd<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census",right_lim,5.000000000000001
MARBLEHEAD,3,23,0,right,5.550000000000001,23,-6.250000000000001,-4.8500000000000005,-22.6,-23.4,marblehead,MA,Marblehead,3rd,23rd,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,"City: Marblehead, MA<br>Census: 3rd<br>Rank: 23rd<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census",left_lim,6.1000000000000005
NEW HAVEN,3,24,0,right,5.550000000000001,24,-6.250000000000001,-4.8500000000000005,-23.6,-24.4,new_haven,CT,New Haven,3rd,24th,First Appearance,,"City: New Haven, CT<br>Census: 3rd<br>Rank: 24th<br>First Appearance",right_lim,5.000000000000001
NEW HAVEN,3,24,0,right,5.550000000000001,24,-6.250000000000001,-4.8500000000000005,-23.6,-24.4,new_haven,CT,New Haven,3rd,24th,First Appearance,,"City: New Haven, CT<br>Census: 3rd<br>Rank: 24th<br>First Appearance",left_lim,6.1000000000000005
PETERSBURG,3,25,0,right,5.550000000000001,25,-6.250000000000001,-4.8500000000000005,-24.6,-25.4,petersburg,VA,Petersburg,3rd,25th,First Appearance,,"City: Petersburg, VA<br>Census: 3rd<br>Rank: 25th<br>First Appearance",right_lim,5.000000000000001
PETERSBURG,3,25,0,right,5.550000000000001,25,-6.250000000000001,-4.8500000000000005,-24.6,-25.4,petersburg,VA,Petersburg,3rd,25th,First Appearance,,"City: Petersburg, VA<br>Census: 3rd<br>Rank: 25th<br>First Appearance",left_lim,6.1000000000000005
NEW BEDFORD,3,26,0,right,5.550000000000001,26,-6.250000000000001,-4.8500000000000005,-25.6,-26.4,new_bedford,MA,New Bedford,3rd,26th,First Appearance,,"City: New Bedford, MA<br>Census: 3rd<br>Rank: 26th<br>First Appearance",right_lim,5.000000000000001
NEW BEDFORD,3,26,0,right,5.550000000000001,26,-6.250000000000001,-4.8500000000000005,-25.6,-26.4,new_bedford,MA,New Bedford,3rd,26th,First Appearance,,"City: New Bedford, MA<br>Census: 3rd<br>Rank: 26th<br>First Appearance",left_lim,6.1000000000000005
LANCASTER,3,27,0,right,5.550000000000001,27,-6.250000000000001,-4.8500000000000005,-26.6,-27.4,lancaster,PA,Lancaster,3rd,27th,First Appearance,,"City: Lancaster, PA<br>Census: 3rd<br>Rank: 27th<br>First Appearance",right_lim,5.000000000000001
LANCASTER,3,27,0,right,5.550000000000001,27,-6.250000000000001,-4.8500000000000005,-26.6,-27.4,lancaster,PA,Lancaster,3rd,27th,First Appearance,,"City: Lancaster, PA<br>Census: 3rd<br>Rank: 27th<br>First Appearance",left_lim,6.1000000000000005
SAVANNAH,3,28,0,right,5.550000000000001,28,-6.250000000000001,-4.8500000000000005,-27.6,-28.4,savannah,GA,Savannah,3rd,28th,Rank Change from Last Census: -6,<br>First Appearance: 2nd Census,"City: Savannah, GA<br>Census: 3rd<br>Rank: 28th<br>Rank Change from Last Census: -6<br>First Appearance: 2nd Census",right_lim,5.000000000000001
SAVANNAH,3,28,0,right,5.550000000000001,28,-6.250000000000001,-4.8500000000000005,-27.6,-28.4,savannah,GA,Savannah,3rd,28th,Rank Change from Last Census: -6,<br>First Appearance: 2nd Census,"City: Savannah, GA<br>Census: 3rd<br>Rank: 28th<br>Rank Change from Last Census: -6<br>First Appearance: 2nd Census",left_lim,6.1000000000000005
BRIDGEWATER,3,29,0,right,5.550000000000001,29,-6.250000000000001,-4.8500000000000005,-28.6,-29.4,bridgewater,MA,Bridgewater,3rd,29th,Rank Change from Last Census: -8,<br>First Appearance: 2nd Census,"City: Bridgewater, MA<br>Census: 3rd<br>Rank: 29th<br>Rank Change from Last Census: -8<br>First Appearance: 2nd Census",right_lim,5.000000000000001
BRIDGEWATER,3,29,0,right,5.550000000000001,29,-6.250000000000001,-4.8500000000000005,-28.6,-29.4,bridgewater,MA,Bridgewater,3rd,29th,Rank Change from Last Census: -8,<br>First Appearance: 2nd Census,"City: Bridgewater, MA<br>Census: 3rd<br>Rank: 29th<br>Rank Change from Last Census: -8<br>First Appearance: 2nd Census",left_lim,6.1000000000000005
NEW YORK,4,1,0,NA,7.4,1,-8.1,-6.7,-0.6,-1.4,new_york,NY,New York,4th,1st,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: New York, NY<br>Census: 4th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,6.8500000000000005
NEW YORK,4,1,0,NA,7.4,1,-8.1,-6.7,-0.6,-1.4,new_york,NY,New York,4th,1st,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: New York, NY<br>Census: 4th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,7.95
PHILADELPHIA,4,2,0,NA,7.4,2,-8.1,-6.7,-1.6,-2.4,philadelphia,PA,Philadelphia,4th,2nd,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Philadelphia, PA<br>Census: 4th<br>Rank: 2nd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,6.8500000000000005
PHILADELPHIA,4,2,0,NA,7.4,2,-8.1,-6.7,-1.6,-2.4,philadelphia,PA,Philadelphia,4th,2nd,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Philadelphia, PA<br>Census: 4th<br>Rank: 2nd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,7.95
BALTIMORE,4,3,0,NA,7.4,3,-8.1,-6.7,-2.6,-3.4,baltimore,MD,Baltimore,4th,3rd,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Baltimore, MD<br>Census: 4th<br>Rank: 3rd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,6.8500000000000005
BALTIMORE,4,3,0,NA,7.4,3,-8.1,-6.7,-2.6,-3.4,baltimore,MD,Baltimore,4th,3rd,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Baltimore, MD<br>Census: 4th<br>Rank: 3rd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,7.95
BOSTON,4,4,0,NA,7.4,4,-8.1,-6.7,-3.6,-4.4,boston,MA,Boston,4th,4th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Boston, MA<br>Census: 4th<br>Rank: 4th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,6.8500000000000005
BOSTON,4,4,0,NA,7.4,4,-8.1,-6.7,-3.6,-4.4,boston,MA,Boston,4th,4th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Boston, MA<br>Census: 4th<br>Rank: 4th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,7.95
NEW ORLEANS,4,5,0,NA,7.4,5,-8.1,-6.7,-4.6,-5.4,new_orleans,LA,New Orleans,4th,5th,Rank Change from Last Census: 2,<br>First Appearance: 1st Census,"City: New Orleans, LA<br>Census: 4th<br>Rank: 5th<br>Rank Change from Last Census: 2<br>First Appearance: 1st Census",right_lim,6.8500000000000005
NEW ORLEANS,4,5,0,NA,7.4,5,-8.1,-6.7,-4.6,-5.4,new_orleans,LA,New Orleans,4th,5th,Rank Change from Last Census: 2,<br>First Appearance: 1st Census,"City: New Orleans, LA<br>Census: 4th<br>Rank: 5th<br>Rank Change from Last Census: 2<br>First Appearance: 1st Census",left_lim,7.95
CHARLESTON,4,6,0,NA,7.4,6,-8.1,-6.7,-5.6,-6.4,charleston,SC,Charleston,4th,6th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Charleston, SC<br>Census: 4th<br>Rank: 6th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",right_lim,6.8500000000000005
CHARLESTON,4,6,0,NA,7.4,6,-8.1,-6.7,-5.6,-6.4,charleston,SC,Charleston,4th,6th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Charleston, SC<br>Census: 4th<br>Rank: 6th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",left_lim,7.95
NORTHERN LIBERTIES,4,7,0,NA,7.4,7,-8.1,-6.7,-6.6,-7.4,northern_liberties,PA,Northern Liberties,4th,7th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Northern Liberties, PA<br>Census: 4th<br>Rank: 7th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",right_lim,6.8500000000000005
NORTHERN LIBERTIES,4,7,0,NA,7.4,7,-8.1,-6.7,-6.6,-7.4,northern_liberties,PA,Northern Liberties,4th,7th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Northern Liberties, PA<br>Census: 4th<br>Rank: 7th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",left_lim,7.95
SOUTHWARK,4,8,0,NA,7.4,8,-8.1,-6.7,-7.6,-8.4,southwark,PA,Southwark,4th,8th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Southwark, PA<br>Census: 4th<br>Rank: 8th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,6.8500000000000005
SOUTHWARK,4,8,0,NA,7.4,8,-8.1,-6.7,-7.6,-8.4,southwark,PA,Southwark,4th,8th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Southwark, PA<br>Census: 4th<br>Rank: 8th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,7.95
WASHINGTON,4,9,0,NA,7.4,9,-8.1,-6.7,-8.6,-9.4,washington,DC,Washington,4th,9th,Rank Change from Last Census: 5,<br>First Appearance: 3rd Census,"City: Washington, DC<br>Census: 4th<br>Rank: 9th<br>Rank Change from Last Census: 5<br>First Appearance: 3rd Census",right_lim,6.8500000000000005
WASHINGTON,4,9,0,NA,7.4,9,-8.1,-6.7,-8.6,-9.4,washington,DC,Washington,4th,9th,Rank Change from Last Census: 5,<br>First Appearance: 3rd Census,"City: Washington, DC<br>Census: 4th<br>Rank: 9th<br>Rank Change from Last Census: 5<br>First Appearance: 3rd Census",left_lim,7.95
SALEM,4,10,0,NA,7.4,10,-8.1,-6.7,-9.6,-10.4,salem,MA,Salem,4th,10th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Salem, MA<br>Census: 4th<br>Rank: 10th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",right_lim,6.8500000000000005
SALEM,4,10,0,NA,7.4,10,-8.1,-6.7,-9.6,-10.4,salem,MA,Salem,4th,10th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Salem, MA<br>Census: 4th<br>Rank: 10th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",left_lim,7.95
ALBANY,4,11,0,NA,7.4,11,-8.1,-6.7,-10.6,-11.4,albany,NY,Albany,4th,11th,Rank Change from Last Census: -1,<br>First Appearance: 2nd Census,"City: Albany, NY<br>Census: 4th<br>Rank: 11th<br>Rank Change from Last Census: -1<br>First Appearance: 2nd Census",right_lim,6.8500000000000005
ALBANY,4,11,0,NA,7.4,11,-8.1,-6.7,-10.6,-11.4,albany,NY,Albany,4th,11th,Rank Change from Last Census: -1,<br>First Appearance: 2nd Census,"City: Albany, NY<br>Census: 4th<br>Rank: 11th<br>Rank Change from Last Census: -1<br>First Appearance: 2nd Census",left_lim,7.95
RICHMOND,4,12,0,NA,7.4,12,-8.1,-6.7,-11.6,-12.4,richmond,VA,Richmond,4th,12th,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,"City: Richmond, VA<br>Census: 4th<br>Rank: 12th<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census",right_lim,6.8500000000000005
RICHMOND,4,12,0,NA,7.4,12,-8.1,-6.7,-11.6,-12.4,richmond,VA,Richmond,4th,12th,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,"City: Richmond, VA<br>Census: 4th<br>Rank: 12th<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census",left_lim,7.95
PROVIDENCE,4,13,0,NA,7.4,13,-8.1,-6.7,-12.6,-13.4,providence,RI,Providence,4th,13th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,"City: Providence, RI<br>Census: 4th<br>Rank: 13th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census",right_lim,6.8500000000000005
PROVIDENCE,4,13,0,NA,7.4,13,-8.1,-6.7,-12.6,-13.4,providence,RI,Providence,4th,13th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,"City: Providence, RI<br>Census: 4th<br>Rank: 13th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census",left_lim,7.95
CINCINNATI,4,14,1,NA,7.4,14,-8.1,-6.7,-13.6,-14.4,cincinnati,OH,Cincinnati,4th,14th,First Appearance,,"City: Cincinnati, OH<br>Census: 4th<br>Rank: 14th<br>First Appearance",right_lim,6.8500000000000005
CINCINNATI,4,14,1,NA,7.4,14,-8.1,-6.7,-13.6,-14.4,cincinnati,OH,Cincinnati,4th,14th,First Appearance,,"City: Cincinnati, OH<br>Census: 4th<br>Rank: 14th<br>First Appearance",left_lim,7.95
PORTLAND,4,15,0,NA,7.4,15,-8.1,-6.7,-14.6,-15.4,portland,ME,Portland,4th,15th,Rank Change from Last Census: 3,<br>First Appearance: 3rd Census,"City: Portland, ME<br>Census: 4th<br>Rank: 15th<br>Rank Change from Last Census: 3<br>First Appearance: 3rd Census",right_lim,6.8500000000000005
PORTLAND,4,15,0,NA,7.4,15,-8.1,-6.7,-14.6,-15.4,portland,ME,Portland,4th,15th,Rank Change from Last Census: 3,<br>First Appearance: 3rd Census,"City: Portland, ME<br>Census: 4th<br>Rank: 15th<br>Rank Change from Last Census: 3<br>First Appearance: 3rd Census",left_lim,7.95
NORFOLK,4,16,0,NA,7.4,16,-8.1,-6.7,-15.6,-16.4,norfolk,VA,Norfolk,4th,16th,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,"City: Norfolk, VA<br>Census: 4th<br>Rank: 16th<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census",right_lim,6.8500000000000005
NORFOLK,4,16,0,NA,7.4,16,-8.1,-6.7,-15.6,-16.4,norfolk,VA,Norfolk,4th,16th,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,"City: Norfolk, VA<br>Census: 4th<br>Rank: 16th<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census",left_lim,7.95
ALEXANDRIA,4,17,0,NA,7.4,17,-8.1,-6.7,-16.6,-17.4,alexandria,VA,Alexandria,4th,17th,Rank Change from Last Census: 0,<br>First Appearance: 3rd Census,"City: Alexandria, VA<br>Census: 4th<br>Rank: 17th<br>Rank Change from Last Census: 0<br>First Appearance: 3rd Census",right_lim,6.8500000000000005
ALEXANDRIA,4,17,0,NA,7.4,17,-8.1,-6.7,-16.6,-17.4,alexandria,VA,Alexandria,4th,17th,Rank Change from Last Census: 0,<br>First Appearance: 3rd Census,"City: Alexandria, VA<br>Census: 4th<br>Rank: 17th<br>Rank Change from Last Census: 0<br>First Appearance: 3rd Census",left_lim,7.95
SAVANNAH,4,18,0,NA,7.4,18,-8.1,-6.7,-17.6,-18.4,savannah,GA,Savannah,4th,18th,Rank Change from Last Census: 10,<br>First Appearance: 2nd Census,"City: Savannah, GA<br>Census: 4th<br>Rank: 18th<br>Rank Change from Last Census: 10<br>First Appearance: 2nd Census",right_lim,6.8500000000000005
SAVANNAH,4,18,0,NA,7.4,18,-8.1,-6.7,-17.6,-18.4,savannah,GA,Savannah,4th,18th,Rank Change from Last Census: 10,<br>First Appearance: 2nd Census,"City: Savannah, GA<br>Census: 4th<br>Rank: 18th<br>Rank Change from Last Census: 10<br>First Appearance: 2nd Census",left_lim,7.95
GEORGETOWN,4,19,1,NA,7.4,19,-8.1,-6.7,-18.6,-19.4,georgetown,DC,Georgetown,4th,19th,First Appearance,,"City: Georgetown, DC<br>Census: 4th<br>Rank: 19th<br>First Appearance",right_lim,6.8500000000000005
GEORGETOWN,4,19,1,NA,7.4,19,-8.1,-6.7,-18.6,-19.4,georgetown,DC,Georgetown,4th,19th,First Appearance,,"City: Georgetown, DC<br>Census: 4th<br>Rank: 19th<br>First Appearance",left_lim,7.95
