City,Census,Rank,label,offset,Rank2,xmin_grob,xmax_grob,ymin_grob,ymax_grob,raster_name,toolcity,toolcensus,toolrank,state,toolchange,firstcensus,tooltext,limit,limits_val
NEWBURYPORT,6,16,0,NA,16,-6.7,-5.3,-15.6,-16.4,newburyport,Newburyport,3rd,16th,MA,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,"City: Newburyport, MA<br>Census: 3rd<br>Rank: 16th<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census",right_lim,5.45
NEWBURYPORT,6,16,0,NA,16,-6.7,-5.3,-15.6,-16.4,newburyport,Newburyport,3rd,16th,MA,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,"City: Newburyport, MA<br>Census: 3rd<br>Rank: 16th<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census",left_lim,6.55
ALEXANDRIA,6,17,1,NA,17,-6.7,-5.3,-16.6,-17.4,alexandria,Alexandria,3rd,17th,VA,First Appearance,,"City: Alexandria, VA<br>Census: 3rd<br>Rank: 17th<br>First Appearance",right_lim,5.45
ALEXANDRIA,6,17,1,NA,17,-6.7,-5.3,-16.6,-17.4,alexandria,Alexandria,3rd,17th,VA,First Appearance,,"City: Alexandria, VA<br>Census: 3rd<br>Rank: 17th<br>First Appearance",left_lim,6.55
PORTLAND,6,18,1,NA,18,-6.7,-5.3,-17.6,-18.4,portland,Portland,3rd,18th,ME,First Appearance,,"City: Portland, ME<br>Census: 3rd<br>Rank: 18th<br>First Appearance",right_lim,5.45
PORTLAND,6,18,1,NA,18,-6.7,-5.3,-17.6,-18.4,portland,Portland,3rd,18th,ME,First Appearance,,"City: Portland, ME<br>Census: 3rd<br>Rank: 18th<br>First Appearance",left_lim,6.55
PORTSMOUTH,6,19,0,NA,19,-6.7,-5.3,-18.6,-19.4,portsmouth,Portsmouth,3rd,19th,NH,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,"City: Portsmouth, NH<br>Census: 3rd<br>Rank: 19th<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census",right_lim,5.45
PORTSMOUTH,6,19,0,NA,19,-6.7,-5.3,-18.6,-19.4,portsmouth,Portsmouth,3rd,19th,NH,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,"City: Portsmouth, NH<br>Census: 3rd<br>Rank: 19th<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census",left_lim,6.55
NANTUCKET,6,20,0,NA,20,-6.7,-5.3,-19.6,-20.4,nantucket,Nantucket,3rd,20th,MA,Rank Change from Last Census: -5,<br>First Appearance: 2nd Census,"City: Nantucket, MA<br>Census: 3rd<br>Rank: 20th<br>Rank Change from Last Census: -5<br>First Appearance: 2nd Census",right_lim,5.45
NANTUCKET,6,20,0,NA,20,-6.7,-5.3,-19.6,-20.4,nantucket,Nantucket,3rd,20th,MA,Rank Change from Last Census: -5,<br>First Appearance: 2nd Census,"City: Nantucket, MA<br>Census: 3rd<br>Rank: 20th<br>Rank Change from Last Census: -5<br>First Appearance: 2nd Census",left_lim,6.55
GLOUCESTER,6,21,0,NA,21,-6.7,-5.3,-20.6,-21.4,gloucester,Gloucester,3rd,21st,MA,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,"City: Gloucester, MA<br>Census: 3rd<br>Rank: 21st<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census",right_lim,5.45
GLOUCESTER,6,21,0,NA,21,-6.7,-5.3,-20.6,-21.4,gloucester,Gloucester,3rd,21st,MA,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,"City: Gloucester, MA<br>Census: 3rd<br>Rank: 21st<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census",left_lim,6.55
SCHENECTADY,6,22,0,NA,22,-6.7,-5.3,-21.6,-22.4,schenectady,Schenectady,3rd,22nd,NY,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,"City: Schenectady, NY<br>Census: 3rd<br>Rank: 22nd<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census",right_lim,5.45
SCHENECTADY,6,22,0,NA,22,-6.7,-5.3,-21.6,-22.4,schenectady,Schenectady,3rd,22nd,NY,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,"City: Schenectady, NY<br>Census: 3rd<br>Rank: 22nd<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census",left_lim,6.55
MARBLEHEAD,6,23,0,right,23,-6.7,-5.3,-22.6,-23.4,marblehead,Marblehead,3rd,23rd,MA,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,"City: Marblehead, MA<br>Census: 3rd<br>Rank: 23rd<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census",right_lim,5.45
MARBLEHEAD,6,23,0,right,23,-6.7,-5.3,-22.6,-23.4,marblehead,Marblehead,3rd,23rd,MA,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,"City: Marblehead, MA<br>Census: 3rd<br>Rank: 23rd<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census",left_lim,6.55
NEW HAVEN,6,24,0,right,24,-6.7,-5.3,-23.6,-24.4,new_haven,New Haven,3rd,24th,CT,First Appearance,,"City: New Haven, CT<br>Census: 3rd<br>Rank: 24th<br>First Appearance",right_lim,5.45
NEW HAVEN,6,24,0,right,24,-6.7,-5.3,-23.6,-24.4,new_haven,New Haven,3rd,24th,CT,First Appearance,,"City: New Haven, CT<br>Census: 3rd<br>Rank: 24th<br>First Appearance",left_lim,6.55
PETERSBURG,6,25,0,right,25,-6.7,-5.3,-24.6,-25.4,petersburg,Petersburg,3rd,25th,VA,First Appearance,,"City: Petersburg, VA<br>Census: 3rd<br>Rank: 25th<br>First Appearance",right_lim,5.45
PETERSBURG,6,25,0,right,25,-6.7,-5.3,-24.6,-25.4,petersburg,Petersburg,3rd,25th,VA,First Appearance,,"City: Petersburg, VA<br>Census: 3rd<br>Rank: 25th<br>First Appearance",left_lim,6.55
NEW BEDFORD,6,26,0,right,26,-6.7,-5.3,-25.6,-26.4,new_bedford,New Bedford,3rd,26th,MA,First Appearance,,"City: New Bedford, MA<br>Census: 3rd<br>Rank: 26th<br>First Appearance",right_lim,5.45
NEW BEDFORD,6,26,0,right,26,-6.7,-5.3,-25.6,-26.4,new_bedford,New Bedford,3rd,26th,MA,First Appearance,,"City: New Bedford, MA<br>Census: 3rd<br>Rank: 26th<br>First Appearance",left_lim,6.55
LANCASTER,6,27,0,right,27,-6.7,-5.3,-26.6,-27.4,lancaster,Lancaster,3rd,27th,PA,First Appearance,,"City: Lancaster, PA<br>Census: 3rd<br>Rank: 27th<br>First Appearance",right_lim,5.45
LANCASTER,6,27,0,right,27,-6.7,-5.3,-26.6,-27.4,lancaster,Lancaster,3rd,27th,PA,First Appearance,,"City: Lancaster, PA<br>Census: 3rd<br>Rank: 27th<br>First Appearance",left_lim,6.55
SAVANNAH,6,28,0,right,28,-6.7,-5.3,-27.6,-28.4,savannah,Savannah,3rd,28th,GA,Rank Change from Last Census: -6,<br>First Appearance: 2nd Census,"City: Savannah, GA<br>Census: 3rd<br>Rank: 28th<br>Rank Change from Last Census: -6<br>First Appearance: 2nd Census",right_lim,5.45
SAVANNAH,6,28,0,right,28,-6.7,-5.3,-27.6,-28.4,savannah,Savannah,3rd,28th,GA,Rank Change from Last Census: -6,<br>First Appearance: 2nd Census,"City: Savannah, GA<br>Census: 3rd<br>Rank: 28th<br>Rank Change from Last Census: -6<br>First Appearance: 2nd Census",left_lim,6.55
BRIDGEWATER,6,29,0,right,29,-6.7,-5.3,-28.6,-29.4,bridgewater,Bridgewater,3rd,29th,MA,Rank Change from Last Census: -8,<br>First Appearance: 2nd Census,"City: Bridgewater, MA<br>Census: 3rd<br>Rank: 29th<br>Rank Change from Last Census: -8<br>First Appearance: 2nd Census",right_lim,5.45
BRIDGEWATER,6,29,0,right,29,-6.7,-5.3,-28.6,-29.4,bridgewater,Bridgewater,3rd,29th,MA,Rank Change from Last Census: -8,<br>First Appearance: 2nd Census,"City: Bridgewater, MA<br>Census: 3rd<br>Rank: 29th<br>Rank Change from Last Census: -8<br>First Appearance: 2nd Census",left_lim,6.55
NEW YORK,8,1,0,NA,1,-8.7,-7.3,-0.6,-1.4,new_york,New York,4th,1st,NY,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: New York, NY<br>Census: 4th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,7.45
NEW YORK,8,1,0,NA,1,-8.7,-7.3,-0.6,-1.4,new_york,New York,4th,1st,NY,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: New York, NY<br>Census: 4th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,8.55
PHILADELPHIA,8,2,0,NA,2,-8.7,-7.3,-1.6,-2.4,philadelphia,Philadelphia,4th,2nd,PA,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Philadelphia, PA<br>Census: 4th<br>Rank: 2nd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,7.45
PHILADELPHIA,8,2,0,NA,2,-8.7,-7.3,-1.6,-2.4,philadelphia,Philadelphia,4th,2nd,PA,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Philadelphia, PA<br>Census: 4th<br>Rank: 2nd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,8.55
BALTIMORE,8,3,0,NA,3,-8.7,-7.3,-2.6,-3.4,baltimore,Baltimore,4th,3rd,MD,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Baltimore, MD<br>Census: 4th<br>Rank: 3rd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,7.45
BALTIMORE,8,3,0,NA,3,-8.7,-7.3,-2.6,-3.4,baltimore,Baltimore,4th,3rd,MD,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Baltimore, MD<br>Census: 4th<br>Rank: 3rd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,8.55
BOSTON,8,4,0,NA,4,-8.7,-7.3,-3.6,-4.4,boston,Boston,4th,4th,MA,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Boston, MA<br>Census: 4th<br>Rank: 4th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,7.45
BOSTON,8,4,0,NA,4,-8.7,-7.3,-3.6,-4.4,boston,Boston,4th,4th,MA,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Boston, MA<br>Census: 4th<br>Rank: 4th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,8.55
NEW ORLEANS,8,5,0,NA,5,-8.7,-7.3,-4.6,-5.4,new_orleans,New Orleans,4th,5th,LA,Rank Change from Last Census: 2,<br>First Appearance: 1st Census,"City: New Orleans, LA<br>Census: 4th<br>Rank: 5th<br>Rank Change from Last Census: 2<br>First Appearance: 1st Census",right_lim,7.45
NEW ORLEANS,8,5,0,NA,5,-8.7,-7.3,-4.6,-5.4,new_orleans,New Orleans,4th,5th,LA,Rank Change from Last Census: 2,<br>First Appearance: 1st Census,"City: New Orleans, LA<br>Census: 4th<br>Rank: 5th<br>Rank Change from Last Census: 2<br>First Appearance: 1st Census",left_lim,8.55
CHARLESTON,8,6,0,NA,6,-8.7,-7.3,-5.6,-6.4,charleston,Charleston,4th,6th,SC,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Charleston, SC<br>Census: 4th<br>Rank: 6th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",right_lim,7.45
CHARLESTON,8,6,0,NA,6,-8.7,-7.3,-5.6,-6.4,charleston,Charleston,4th,6th,SC,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Charleston, SC<br>Census: 4th<br>Rank: 6th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",left_lim,8.55
NORTHERN LIBERTIES,8,7,0,NA,7,-8.7,-7.3,-6.6,-7.4,northern_liberties,Northern Liberties,4th,7th,PA,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Northern Liberties, PA<br>Census: 4th<br>Rank: 7th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",right_lim,7.45
NORTHERN LIBERTIES,8,7,0,NA,7,-8.7,-7.3,-6.6,-7.4,northern_liberties,Northern Liberties,4th,7th,PA,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Northern Liberties, PA<br>Census: 4th<br>Rank: 7th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",left_lim,8.55
SOUTHWARK,8,8,0,NA,8,-8.7,-7.3,-7.6,-8.4,southwark,Southwark,4th,8th,PA,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Southwark, PA<br>Census: 4th<br>Rank: 8th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,7.45
SOUTHWARK,8,8,0,NA,8,-8.7,-7.3,-7.6,-8.4,southwark,Southwark,4th,8th,PA,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Southwark, PA<br>Census: 4th<br>Rank: 8th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,8.55
WASHINGTON,8,9,0,NA,9,-8.7,-7.3,-8.6,-9.4,washington,Washington,4th,9th,DC,Rank Change from Last Census: 5,<br>First Appearance: 3rd Census,"City: Washington, DC<br>Census: 4th<br>Rank: 9th<br>Rank Change from Last Census: 5<br>First Appearance: 3rd Census",right_lim,7.45
WASHINGTON,8,9,0,NA,9,-8.7,-7.3,-8.6,-9.4,washington,Washington,4th,9th,DC,Rank Change from Last Census: 5,<br>First Appearance: 3rd Census,"City: Washington, DC<br>Census: 4th<br>Rank: 9th<br>Rank Change from Last Census: 5<br>First Appearance: 3rd Census",left_lim,8.55
SALEM,8,10,0,NA,10,-8.7,-7.3,-9.6,-10.4,salem,Salem,4th,10th,MA,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Salem, MA<br>Census: 4th<br>Rank: 10th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",right_lim,7.45
SALEM,8,10,0,NA,10,-8.7,-7.3,-9.6,-10.4,salem,Salem,4th,10th,MA,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Salem, MA<br>Census: 4th<br>Rank: 10th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",left_lim,8.55
ALBANY,8,11,0,NA,11,-8.7,-7.3,-10.6,-11.4,albany,Albany,4th,11th,NY,Rank Change from Last Census: -1,<br>First Appearance: 2nd Census,"City: Albany, NY<br>Census: 4th<br>Rank: 11th<br>Rank Change from Last Census: -1<br>First Appearance: 2nd Census",right_lim,7.45
ALBANY,8,11,0,NA,11,-8.7,-7.3,-10.6,-11.4,albany,Albany,4th,11th,NY,Rank Change from Last Census: -1,<br>First Appearance: 2nd Census,"City: Albany, NY<br>Census: 4th<br>Rank: 11th<br>Rank Change from Last Census: -1<br>First Appearance: 2nd Census",left_lim,8.55
RICHMOND,8,12,0,NA,12,-8.7,-7.3,-11.6,-12.4,richmond,Richmond,4th,12th,VA,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,"City: Richmond, VA<br>Census: 4th<br>Rank: 12th<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census",right_lim,7.45
RICHMOND,8,12,0,NA,12,-8.7,-7.3,-11.6,-12.4,richmond,Richmond,4th,12th,VA,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,"City: Richmond, VA<br>Census: 4th<br>Rank: 12th<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census",left_lim,8.55
PROVIDENCE,8,13,0,NA,13,-8.7,-7.3,-12.6,-13.4,providence,Providence,4th,13th,RI,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,"City: Providence, RI<br>Census: 4th<br>Rank: 13th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census",right_lim,7.45
PROVIDENCE,8,13,0,NA,13,-8.7,-7.3,-12.6,-13.4,providence,Providence,4th,13th,RI,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,"City: Providence, RI<br>Census: 4th<br>Rank: 13th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census",left_lim,8.55
CINCINNATI,8,14,1,NA,14,-8.7,-7.3,-13.6,-14.4,cincinnati,Cincinnati,4th,14th,OH,First Appearance,,"City: Cincinnati, OH<br>Census: 4th<br>Rank: 14th<br>First Appearance",right_lim,7.45
CINCINNATI,8,14,1,NA,14,-8.7,-7.3,-13.6,-14.4,cincinnati,Cincinnati,4th,14th,OH,First Appearance,,"City: Cincinnati, OH<br>Census: 4th<br>Rank: 14th<br>First Appearance",left_lim,8.55
PORTLAND,8,15,0,NA,15,-8.7,-7.3,-14.6,-15.4,portland,Portland,4th,15th,ME,Rank Change from Last Census: 3,<br>First Appearance: 3rd Census,"City: Portland, ME<br>Census: 4th<br>Rank: 15th<br>Rank Change from Last Census: 3<br>First Appearance: 3rd Census",right_lim,7.45
PORTLAND,8,15,0,NA,15,-8.7,-7.3,-14.6,-15.4,portland,Portland,4th,15th,ME,Rank Change from Last Census: 3,<br>First Appearance: 3rd Census,"City: Portland, ME<br>Census: 4th<br>Rank: 15th<br>Rank Change from Last Census: 3<br>First Appearance: 3rd Census",left_lim,8.55
NORFOLK,8,16,0,NA,16,-8.7,-7.3,-15.6,-16.4,norfolk,Norfolk,4th,16th,VA,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,"City: Norfolk, VA<br>Census: 4th<br>Rank: 16th<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census",right_lim,7.45
NORFOLK,8,16,0,NA,16,-8.7,-7.3,-15.6,-16.4,norfolk,Norfolk,4th,16th,VA,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,"City: Norfolk, VA<br>Census: 4th<br>Rank: 16th<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census",left_lim,8.55
ALEXANDRIA,8,17,0,NA,17,-8.7,-7.3,-16.6,-17.4,alexandria,Alexandria,4th,17th,VA,Rank Change from Last Census: 0,<br>First Appearance: 3rd Census,"City: Alexandria, VA<br>Census: 4th<br>Rank: 17th<br>Rank Change from Last Census: 0<br>First Appearance: 3rd Census",right_lim,7.45
ALEXANDRIA,8,17,0,NA,17,-8.7,-7.3,-16.6,-17.4,alexandria,Alexandria,4th,17th,VA,Rank Change from Last Census: 0,<br>First Appearance: 3rd Census,"City: Alexandria, VA<br>Census: 4th<br>Rank: 17th<br>Rank Change from Last Census: 0<br>First Appearance: 3rd Census",left_lim,8.55
SAVANNAH,8,18,0,NA,18,-8.7,-7.3,-17.6,-18.4,savannah,Savannah,4th,18th,GA,Rank Change from Last Census: 10,<br>First Appearance: 2nd Census,"City: Savannah, GA<br>Census: 4th<br>Rank: 18th<br>Rank Change from Last Census: 10<br>First Appearance: 2nd Census",right_lim,7.45
SAVANNAH,8,18,0,NA,18,-8.7,-7.3,-17.6,-18.4,savannah,Savannah,4th,18th,GA,Rank Change from Last Census: 10,<br>First Appearance: 2nd Census,"City: Savannah, GA<br>Census: 4th<br>Rank: 18th<br>Rank Change from Last Census: 10<br>First Appearance: 2nd Census",left_lim,8.55
GEORGETOWN,8,19,1,NA,19,-8.7,-7.3,-18.6,-19.4,georgetown,Georgetown,4th,19th,DC,First Appearance,,"City: Georgetown, DC<br>Census: 4th<br>Rank: 19th<br>First Appearance",right_lim,7.45
GEORGETOWN,8,19,1,NA,19,-8.7,-7.3,-18.6,-19.4,georgetown,Georgetown,4th,19th,DC,First Appearance,,"City: Georgetown, DC<br>Census: 4th<br>Rank: 19th<br>First Appearance",left_lim,8.55
PORTSMOUTH,8,20,0,NA,20,-8.7,-7.3,-19.6,-20.4,portsmouth,Portsmouth,4th,20th,NH,Rank Change from Last Census: -1,<br>First Appearance: 2nd Census,"City: Portsmouth, NH<br>Census: 4th<br>Rank: 20th<br>Rank Change from Last Census: -1<br>First Appearance: 2nd Census",right_lim,7.45
PORTSMOUTH,8,20,0,NA,20,-8.7,-7.3,-19.6,-20.4,portsmouth,Portsmouth,4th,20th,NH,Rank Change from Last Census: -1,<br>First Appearance: 2nd Census,"City: Portsmouth, NH<br>Census: 4th<br>Rank: 20th<br>Rank Change from Last Census: -1<br>First Appearance: 2nd Census",left_lim,8.55
NEWPORT,8,21,0,NA,21,-8.7,-7.3,-20.6,-21.4,newport,Newport,4th,21st,RI,Rank Change from Last Census: -6,<br>First Appearance: 1st Census,"City: Newport, RI<br>Census: 4th<br>Rank: 21st<br>Rank Change from Last Census: -6<br>First Appearance: 1st Census",right_lim,7.45
NEWPORT,8,21,0,NA,21,-8.7,-7.3,-20.6,-21.4,newport,Newport,4th,21st,RI,Rank Change from Last Census: -6,<br>First Appearance: 1st Census,"City: Newport, RI<br>Census: 4th<br>Rank: 21st<br>Rank Change from Last Census: -6<br>First Appearance: 1st Census",left_lim,8.55
NANTUCKET,8,22,0,NA,22,-8.7,-7.3,-21.6,-22.4,nantucket,Nantucket,4th,22nd,MA,Rank Change from Last Census: -2,<br>First Appearance: 2nd Census,"City: Nantucket, MA<br>Census: 4th<br>Rank: 22nd<br>Rank Change from Last Census: -2<br>First Appearance: 2nd Census",right_lim,7.45
NANTUCKET,8,22,0,NA,22,-8.7,-7.3,-21.6,-22.4,nantucket,Nantucket,4th,22nd,MA,Rank Change from Last Census: -2,<br>First Appearance: 2nd Census,"City: Nantucket, MA<br>Census: 4th<br>Rank: 22nd<br>Rank Change from Last Census: -2<br>First Appearance: 2nd Census",left_lim,8.55
PITTSBURG,8,23,1,NA,23,-8.7,-7.3,-22.6,-23.4,pittsburg,Pittsburg,4th,23rd,PA,First Appearance,,"City: Pittsburg, PA<br>Census: 4th<br>Rank: 23rd<br>First Appearance",right_lim,7.45
PITTSBURG,8,23,1,NA,23,-8.7,-7.3,-22.6,-23.4,pittsburg,Pittsburg,4th,23rd,PA,First Appearance,,"City: Pittsburg, PA<br>Census: 4th<br>Rank: 23rd<br>First Appearance",left_lim,8.55
BROOKLYN,8,24,1,NA,24,-8.7,-7.3,-23.6,-24.4,brooklyn,Brooklyn,4th,24th,NY,First Appearance,,"City: Brooklyn, NY<br>Census: 4th<br>Rank: 24th<br>First Appearance",right_lim,7.45
BROOKLYN,8,24,1,NA,24,-8.7,-7.3,-23.6,-24.4,brooklyn,Brooklyn,4th,24th,NY,First Appearance,,"City: Brooklyn, NY<br>Census: 4th<br>Rank: 24th<br>First Appearance",left_lim,8.55
NEW HAVEN,8,25,0,NA,25,-8.7,-7.3,-24.6,-25.4,new_haven,New Haven,4th,25th,CT,Rank Change from Last Census: -1,<br>First Appearance: 3rd Census,"City: New Haven, CT<br>Census: 4th<br>Rank: 25th<br>Rank Change from Last Census: -1<br>First Appearance: 3rd Census",right_lim,7.45
NEW HAVEN,8,25,0,NA,25,-8.7,-7.3,-24.6,-25.4,new_haven,New Haven,4th,25th,CT,Rank Change from Last Census: -1,<br>First Appearance: 3rd Census,"City: New Haven, CT<br>Census: 4th<br>Rank: 25th<br>Rank Change from Last Census: -1<br>First Appearance: 3rd Census",left_lim,8.55
KENSINGTON,8,26,1,NA,26,-8.7,-7.3,-25.6,-26.4,kensington,Kensington,4th,26th,PA,First Appearance,,"City: Kensington, PA<br>Census: 4th<br>Rank: 26th<br>First Appearance",right_lim,7.45
KENSINGTON,8,26,1,NA,26,-8.7,-7.3,-25.6,-26.4,kensington,Kensington,4th,26th,PA,First Appearance,,"City: Kensington, PA<br>Census: 4th<br>Rank: 26th<br>First Appearance",left_lim,8.55
NEWBURYPORT,8,27,0,NA,27,-8.7,-7.3,-26.6,-27.4,newburyport,Newburyport,4th,27th,MA,Rank Change from Last Census: -11,<br>First Appearance: 2nd Census,"City: Newburyport, MA<br>Census: 4th<br>Rank: 27th<br>Rank Change from Last Census: -11<br>First Appearance: 2nd Census",right_lim,7.45
NEWBURYPORT,8,27,0,NA,27,-8.7,-7.3,-26.6,-27.4,newburyport,Newburyport,4th,27th,MA,Rank Change from Last Census: -11,<br>First Appearance: 2nd Census,"City: Newburyport, MA<br>Census: 4th<br>Rank: 27th<br>Rank Change from Last Census: -11<br>First Appearance: 2nd Census",left_lim,8.55
PETERSBURG,8,28,0,NA,28,-8.7,-7.3,-27.6,-28.4,petersburg,Petersburg,4th,28th,VA,Rank Change from Last Census: -3,<br>First Appearance: 3rd Census,"City: Petersburg, VA<br>Census: 4th<br>Rank: 28th<br>Rank Change from Last Census: -3<br>First Appearance: 3rd Census",right_lim,7.45
PETERSBURG,8,28,0,NA,28,-8.7,-7.3,-27.6,-28.4,petersburg,Petersburg,4th,28th,VA,Rank Change from Last Census: -3,<br>First Appearance: 3rd Census,"City: Petersburg, VA<br>Census: 4th<br>Rank: 28th<br>Rank Change from Last Census: -3<br>First Appearance: 3rd Census",left_lim,8.55
LANCASTER,8,29,0,NA,29,-8.7,-7.3,-28.6,-29.4,lancaster,Lancaster,4th,29th,PA,Rank Change from Last Census: -2,<br>First Appearance: 3rd Census,"City: Lancaster, PA<br>Census: 4th<br>Rank: 29th<br>Rank Change from Last Census: -2<br>First Appearance: 3rd Census",right_lim,7.45
LANCASTER,8,29,0,NA,29,-8.7,-7.3,-28.6,-29.4,lancaster,Lancaster,4th,29th,PA,Rank Change from Last Census: -2,<br>First Appearance: 3rd Census,"City: Lancaster, PA<br>Census: 4th<br>Rank: 29th<br>Rank Change from Last Census: -2<br>First Appearance: 3rd Census",left_lim,8.55
CHARLESTOWN,8,30,0,right,30,-8.7,-7.3,-29.6,-30.4,charlestown,Charlestown,4th,30th,MA,First Appearance,,"City: Charlestown, MA<br>Census: 4th<br>Rank: 30th<br>First Appearance",right_lim,7.45
